//V	Name	X	Y	st	e	l	Demand
Arc	20	75	21.21	21.21	21.21
Arc	20	32	22.36	22.36	22.36
Arc	20	76	61.85	61.85	61.85
Arc	20	33	24.17	24.17	24.17
Arc	20	77	61.35	61.35	61.35
Arc	20	34	22.56	22.56	22.56
Arc	20	78	59.91	59.91	59.91
Arc	20	35	29.15	29.15	29.15
Arc	20	79	60.41	60.41	60.41
Arc	20	36	25.5	25.5	25.5
Arc	20	37	29.73	29.73	29.73
Arc	20	38	31.62	31.62	31.62
Arc	20	39	30.41	30.41	30.41
Arc	20	100	43.01	43.01	43.01
Arc	20	80	60.42	60.42	60.42
Arc	20	81	57.01	57.01	57.01
Arc	20	82	45.28	45.28	45.28
Arc	20	83	42.3	42.3	42.3
Arc	20	40	20.62	20.62	20.62
Arc	20	84	40.79	40.79	40.79
Arc	20	41	18.68	18.68	18.68
Arc	20	85	39.29	39.29	39.29
Arc	20	42	18.25	18.25	18.25
Arc	20	86	36.35	36.35	36.35
Arc	20	43	15.3	15.3	15.3
Arc	20	87	35.36	35.36	35.36
Arc	21	44	22.09	22.09	22.09
Arc	21	88	35.9	35.9	35.9
Arc	21	45	22.0	22.0	22.0
Arc	21	89	33.54	33.54	33.54
Arc	21	46	20.0	20.0	20.0
Arc	21	47	17.0	17.0	17.0
Arc	21	48	22.09	22.09	22.09
Arc	21	49	17.12	17.12	17.12
Arc	21	90	30.15	30.15	30.15
Arc	21	91	31.05	31.05	31.05
Arc	21	92	49.58	49.58	49.58
Arc	21	93	48.1	48.1	48.1
Arc	21	50	20.4	20.4	20.4
Arc	21	94	46.1	46.1	46.1
Arc	21	51	22.56	22.56	22.56
Arc	21	95	42.52	42.52	42.52
Arc	21	52	17.72	17.72	17.72
Arc	21	96	41.04	41.04	41.04
Arc	21	53	49.04	49.04	49.04
Arc	21	97	44.6	44.6	44.6
Arc	21	54	43.68	43.68	43.68
Arc	21	98	36.24	36.24	36.24
Arc	21	55	38.9	38.9	38.9
Arc	21	99	37.54	37.54	37.54
Arc	21	56	48.05	48.05	48.05
Arc	21	57	38.33	38.33	38.33
Arc	21	58	47.68	47.68	47.68
Arc	21	59	37.85	37.85	37.85
Arc	21	60	47.27	47.27	47.27
Arc	21	61	29.73	29.73	29.73
Arc	21	62	26.25	26.25	26.25
Arc	21	63	23.32	23.32	23.32
Arc	21	64	28.43	28.43	28.43
Arc	21	65	21.63	21.63	21.63
Arc	21	22	2.0	2.0	2.0
Arc	21	66	24.04	24.04	24.04
Arc	21	23	3.61	3.61	3.61
Arc	21	67	20.81	20.81	20.81
Arc	21	24	5.39	5.39	5.39
Arc	21	68	26.63	26.63	26.63
Arc	21	25	5.0	5.0	5.0
Arc	21	69	22.67	22.67	22.67
Arc	21	26	5.83	5.83	5.83
Arc	21	27	7.0	7.0	7.0
Arc	21	28	7.62	7.62	7.62
Arc	21	29	10.2	10.2	10.2
Arc	21	70	68.62	68.62	68.62
Arc	21	71	67.19	67.19	67.19
Arc	21	72	31.83	31.83	31.83
Arc	21	73	65.79	65.79	65.79
Arc	21	30	10.44	10.44	10.44
Arc	21	74	28.6	28.6	28.6
Arc	21	31	26.25	26.25	26.25
Arc	21	75	19.85	19.85	19.85
Arc	21	32	23.32	23.32	23.32
Arc	21	76	62.36	62.36	62.36
Arc	21	33	25.06	25.06	25.06
Arc	21	77	62.03	62.03	62.03
Arc	21	34	23.09	23.09	23.09
Arc	21	78	60.44	60.44	60.44
Arc	21	35	30.23	30.23	30.23
Arc	21	79	61.1	61.1	61.1
Arc	21	36	25.96	25.96	25.96
Arc	21	37	30.46	30.46	30.46
Arc	21	38	32.31	32.31	32.31
Arc	21	39	30.81	30.81	30.81
Arc	21	100	41.4	41.4	41.4
Arc	21	80	61.27	61.27	61.27
Arc	21	81	57.57	57.57	57.57
Arc	21	82	45.1	45.1	45.1
Arc	21	83	42.11	42.11	42.11
Arc	21	40	22.56	22.56	22.56
Arc	21	84	40.45	40.45	40.45
Arc	21	41	20.62	20.62	20.62
Arc	21	85	38.83	38.83	38.83
Arc	21	42	20.22	20.22	20.22
Arc	21	86	36.12	36.12	36.12
Arc	21	43	17.26	17.26	17.26
Arc	21	87	35.13	35.13	35.13
Arc	22	44	22.36	22.36	22.36
Arc	22	88	37.85	37.85	37.85
Arc	22	45	22.09	22.09	22.09
Arc	22	89	35.51	35.51	35.51
Arc	22	46	20.1	20.1	20.1
Arc	22	47	17.12	17.12	17.12
Arc	22	48	22.0	22.0	22.0
Arc	22	49	17.0	17.0	17.0
Arc	22	90	32.14	32.14	32.14
Arc	22	91	32.98	32.98	32.98
Arc	22	92	51.09	51.09	51.09
Arc	22	93	49.58	49.58	49.58
Arc	22	50	20.1	20.1	20.1
Arc	22	94	47.63	47.63	47.63
Arc	22	51	22.2	22.2	22.2
Arc	22	95	44.05	44.05	44.05
Arc	22	52	17.26	17.26	17.26
Arc	22	96	42.52	42.52	42.52
Arc	22	53	49.65	49.65	49.65
Arc	22	97	45.97	45.97	45.97
Arc	22	54	44.27	44.27	44.27
Arc	22	98	37.8	37.8	37.8
Arc	22	55	39.56	39.56	39.56
Arc	22	99	38.9	38.9	38.9
Arc	22	56	48.51	48.51	48.51
Arc	22	57	38.9	38.9	38.9
Arc	22	58	48.05	48.05	48.05
Arc	22	59	38.33	38.33	38.33
Arc	22	60	47.52	47.52	47.52
Arc	22	61	31.11	31.11	31.11
Arc	22	62	27.8	27.8	27.8
Arc	22	63	25.06	25.06	25.06
Arc	22	64	29.73	29.73	29.73
Arc	22	65	23.32	23.32	23.32
Arc	22	66	25.5	25.5	25.5
Arc	22	23	3.0	3.0	3.0
Arc	22	67	22.47	22.47	22.47
Arc	22	24	3.61	3.61	3.61
Arc	22	68	27.8	27.8	27.8
Arc	22	25	3.0	3.0	3.0
Arc	22	69	24.04	24.04	24.04
Arc	22	26	4.24	4.24	4.24
Arc	22	27	5.0	5.0	5.0
Arc	22	28	5.83	5.83	5.83
Arc	22	29	8.25	8.25	8.25
Arc	22	70	70.52	70.52	70.52
Arc	22	71	69.12	69.12	69.12
Arc	22	72	33.3	33.3	33.3
Arc	22	73	67.68	67.68	67.68
Arc	22	30	8.54	8.54	8.54
Arc	22	74	30.23	30.23	30.23
Arc	22	31	24.76	24.76	24.76
Arc	22	75	21.4	21.4	21.4
Arc	22	32	21.63	21.63	21.63
Arc	22	76	64.29	64.29	64.29
Arc	22	33	23.32	23.32	23.32
Arc	22	77	63.91	63.91	63.91
Arc	22	34	21.19	21.19	21.19
Arc	22	78	62.36	62.36	62.36
Arc	22	35	28.6	28.6	28.6
Arc	22	79	62.97	62.97	62.97
Arc	22	36	24.04	24.04	24.04
Arc	22	37	28.64	28.64	28.64
Arc	22	38	30.46	30.46	30.46
Arc	22	39	28.86	28.86	28.86
Arc	22	100	42.64	42.64	42.64
Arc	22	80	63.07	63.07	63.07
Arc	22	81	59.48	59.48	59.48
Arc	22	82	47.1	47.1	47.1
Arc	22	83	44.1	44.1	44.1
Arc	22	40	23.09	23.09	23.09
Arc	22	84	42.43	42.43	42.43
Arc	22	41	21.19	21.19	21.19
Arc	22	85	40.79	40.79	40.79
Arc	22	42	20.62	20.62	20.62
Arc	22	86	38.12	38.12	38.12
Arc	22	43	17.72	17.72	17.72
Arc	22	87	37.12	37.12	37.12
Arc	23	44	25.32	25.32	25.32
Arc	23	88	37.34	37.34	37.34
Arc	23	45	25.08	25.08	25.08
Arc	23	89	35.13	35.13	35.13
Arc	23	46	23.09	23.09	23.09
Arc	23	47	20.1	20.1	20.1
Arc	23	48	25.0	25.0	25.0
Arc	23	49	20.0	20.0	20.0
Arc	23	90	32.0	32.0	32.0
Arc	23	91	32.39	32.39	32.39
Arc	23	92	49.2	49.2	49.2
Arc	23	93	47.63	47.63	47.63
Arc	23	50	23.09	23.09	23.09
Arc	23	94	45.8	45.8	45.8
Arc	23	51	25.18	25.18	25.18
Arc	23	95	42.2	42.2	42.2
Arc	23	52	20.22	20.22	20.22
Arc	23	96	40.61	40.61	40.61
Arc	23	53	52.5	52.5	52.5
Arc	23	97	43.86	43.86	43.86
Arc	23	54	47.13	47.13	47.13
Arc	23	98	36.06	36.06	36.06
Arc	23	55	42.38	42.38	42.38
Arc	23	99	36.8	36.8	36.8
Arc	23	56	51.42	51.42	51.42
Arc	23	57	41.76	41.76	41.76
Arc	23	58	50.99	50.99	50.99
Arc	23	59	41.23	41.23	41.23
Arc	23	60	50.49	50.49	50.49
Arc	23	61	33.3	33.3	33.3
Arc	23	62	29.73	29.73	29.73
Arc	23	63	26.63	26.63	26.63
Arc	23	64	32.02	32.02	32.02
Arc	23	65	25.0	25.0	25.0
Arc	23	66	27.59	27.59	27.59
Arc	23	67	24.21	24.21	24.21
Arc	23	24	5.83	5.83	5.83
Arc	23	68	30.23	30.23	30.23
Arc	23	25	4.24	4.24	4.24
Arc	23	69	26.25	26.25	26.25
Arc	23	26	3.0	3.0	3.0
Arc	23	27	5.83	5.83	5.83
Arc	23	28	5.0	5.0	5.0
Arc	23	29	9.43	9.43	9.43
Arc	23	70	71.51	71.51	71.51
Arc	23	71	69.92	69.92	69.92
Arc	23	72	35.36	35.36	35.36
Arc	23	73	68.71	68.71	68.71
Arc	23	30	8.0	8.0	8.0
Arc	23	74	32.02	32.02	32.02
Arc	23	31	26.91	26.91	26.91
Arc	23	75	19.72	19.72	19.72
Arc	23	32	23.43	23.43	23.43
Arc	23	76	65.15	65.15	65.15
Arc	23	33	25.0	25.0	25.0
Arc	23	77	65.0	65.0	65.0
Arc	23	34	22.36	22.36	22.36
Arc	23	78	63.25	63.25	63.25
Arc	23	35	30.48	30.48	30.48
Arc	23	79	64.08	64.08	64.08
Arc	23	36	25.08	25.08	25.08
Arc	23	37	30.02	30.02	30.02
Arc	23	38	31.76	31.76	31.76
Arc	23	39	29.73	29.73	29.73
Arc	23	100	40.36	40.36	40.36
Arc	23	80	64.41	64.41	64.41
Arc	23	81	60.41	60.41	60.41
Arc	23	82	47.0	47.0	47.0
Arc	23	83	44.0	44.0	44.0
Arc	23	40	25.96	25.96	25.96
Arc	23	84	42.11	42.11	42.11
Arc	23	41	24.04	24.04	24.04
Arc	23	85	40.31	40.31	40.31
Arc	23	42	23.54	23.54	23.54
Arc	23	86	38.0	38.0	38.0
Arc	23	43	20.62	20.62	20.62
Arc	23	87	37.0	37.0	37.0
Arc	24	44	21.19	21.19	21.19
Arc	24	88	41.23	41.23	41.23
Arc	24	45	20.62	20.62	20.62
Arc	24	89	38.83	38.83	38.83
Arc	24	46	18.68	18.68	18.68
Arc	24	47	15.81	15.81	15.81
Arc	24	48	20.22	20.22	20.22
Arc	24	49	15.3	15.3	15.3
Arc	24	90	35.36	35.36	35.36
Arc	24	91	36.4	36.4	36.4
Arc	24	92	54.67	54.67	54.67
Arc	24	93	53.15	53.15	53.15
Arc	24	50	18.03	18.03	18.03
Arc	24	94	51.22	51.22	51.22
Arc	24	51	20.0	20.0	20.0
Arc	24	95	47.63	47.63	47.63
Arc	24	52	15.0	15.0	15.0
Arc	24	96	46.1	46.1	46.1
Arc	24	53	48.85	48.85	48.85
Arc	24	97	49.5	49.5	49.5
Arc	24	54	43.46	43.46	43.46
Arc	24	98	41.4	41.4	41.4
Arc	24	55	38.91	38.91	38.91
Arc	24	99	42.43	42.43	42.43
Arc	24	56	47.43	47.43	47.43
Arc	24	57	38.08	38.08	38.08
Arc	24	58	46.84	46.84	46.84
Arc	24	59	37.34	37.34	37.34
Arc	24	60	46.1	46.1	46.1
Arc	24	61	32.02	32.02	32.02
Arc	24	62	29.15	29.15	29.15
Arc	24	63	26.93	26.93	26.93
Arc	24	64	30.48	30.48	30.48
Arc	24	65	25.08	25.08	25.08
Arc	24	66	26.63	26.63	26.63
Arc	24	67	24.17	24.17	24.17
Arc	24	68	28.28	28.28	28.28
Arc	24	25	2.0	2.0	2.0
Arc	24	69	25.0	25.0	25.0
Arc	24	26	5.0	5.0	5.0
Arc	24	27	2.83	2.83	2.83
Arc	24	28	5.39	5.39	5.39
Arc	24	29	5.0	5.0	5.0
Arc	24	70	72.8	72.8	72.8
Arc	24	71	71.59	71.59	71.59
Arc	24	72	34.41	34.41	34.41
Arc	24	73	69.92	69.92	69.92
Arc	24	30	7.07	7.07	7.07
Arc	24	74	31.76	31.76	31.76
Arc	24	31	21.21	21.21	21.21
Arc	24	75	25.0	25.0	25.0
Arc	24	32	18.03	18.03	18.03
Arc	24	76	66.71	66.71	66.71
Arc	24	33	19.72	19.72	19.72
Arc	24	77	66.1	66.1	66.1
Arc	24	34	17.72	17.72	17.72
Arc	24	78	64.76	64.76	64.76
Arc	24	35	25.0	25.0	25.0
Arc	24	79	65.15	65.15	65.15
Arc	24	36	20.62	20.62	20.62
Arc	24	37	25.08	25.08	25.08
Arc	24	38	26.93	26.93	26.93
Arc	24	39	25.5	25.5	25.5
Arc	24	100	46.1	46.1	46.1
Arc	24	80	65.0	65.0	65.0
Arc	24	81	61.85	61.85	61.85
Arc	24	82	50.25	50.25	50.25
Arc	24	83	47.27	47.27	47.27
Arc	24	40	22.36	22.36	22.36
Arc	24	84	45.71	45.71	45.71
Arc	24	41	20.59	20.59	20.59
Arc	24	85	44.15	44.15	44.15
Arc	24	42	19.7	19.7	19.7
Arc	24	86	41.3	41.3	41.3
Arc	24	43	17.0	17.0	17.0
Arc	24	87	40.31	40.31	40.31
Arc	25	44	23.09	23.09	23.09
Arc	25	88	40.79	40.79	40.79
Arc	25	45	22.56	22.56	22.56
Arc	25	89	38.47	38.47	38.47
Arc	25	46	20.62	20.62	20.62
Arc	25	47	17.72	17.72	17.72
Arc	25	48	22.2	22.2	22.2
Arc	25	49	17.26	17.26	17.26
Arc	25	90	35.13	35.13	35.13
Arc	25	91	35.9	35.9	35.9
Arc	25	92	53.41	53.41	53.41
Arc	25	93	51.86	51.86	51.86
Arc	25	50	20.02	20.02	20.02
Arc	25	94	50.0	50.0	50.0
Arc	25	51	22.0	22.0	22.0
Arc	25	95	46.4	46.4	46.4
Arc	25	52	17.0	17.0	17.0
Arc	25	96	44.82	44.82	44.82
Arc	25	53	50.7	50.7	50.7
Arc	25	97	48.1	48.1	48.1
Arc	25	54	45.31	45.31	45.31
Arc	25	98	40.22	40.22	40.22
Arc	25	55	40.72	40.72	40.72
Arc	25	99	41.04	41.04	41.04
Arc	25	56	49.34	49.34	49.34
Arc	25	57	39.92	39.92	39.92
Arc	25	58	48.76	48.76	48.76
Arc	25	59	39.22	39.22	39.22
Arc	25	60	48.05	48.05	48.05
Arc	25	61	33.3	33.3	33.3
Arc	25	62	30.23	30.23	30.23
Arc	25	63	27.73	27.73	27.73
Arc	25	64	31.83	31.83	31.83
Arc	25	65	25.94	25.94	25.94
Arc	25	66	27.8	27.8	27.8
Arc	25	67	25.06	25.06	25.06
Arc	25	68	29.73	29.73	29.73
Arc	25	69	26.25	26.25	26.25
Arc	25	26	3.0	3.0	3.0
Arc	25	27	2.0	2.0	2.0
Arc	25	28	3.61	3.61	3.61
Arc	25	29	5.39	5.39	5.39
Arc	25	70	73.38	73.38	73.38
Arc	25	71	72.03	72.03	72.03
Arc	25	72	35.61	35.61	35.61
Arc	25	73	70.52	70.52	70.52
Arc	25	30	5.83	5.83	5.83
Arc	25	74	32.76	32.76	32.76
Arc	25	31	22.67	22.67	22.67
Arc	25	75	23.85	23.85	23.85
Arc	25	32	19.21	19.21	19.21
Arc	25	76	67.19	67.19	67.19
Arc	25	33	20.81	20.81	20.81
Arc	25	77	66.73	66.73	66.73
Arc	25	34	18.38	18.38	18.38
Arc	25	78	65.25	65.25	65.25
Arc	25	35	26.25	26.25	26.25
Arc	25	79	65.79	65.79	65.79
Arc	25	36	21.19	21.19	21.19
Arc	25	37	25.94	25.94	25.94
Arc	25	38	27.73	27.73	27.73
Arc	25	39	25.96	25.96	25.96
Arc	25	100	44.6	44.6	44.6
Arc	25	80	65.8	65.8	65.8
Arc	25	81	62.36	62.36	62.36
Arc	25	82	50.09	50.09	50.09
Arc	25	83	47.1	47.1	47.1
Arc	25	40	24.17	24.17	24.17
Arc	25	84	45.4	45.4	45.4
Arc	25	41	22.36	22.36	22.36
Arc	25	85	43.74	43.74	43.74
Arc	25	42	21.54	21.54	21.54
Arc	25	86	41.11	41.11	41.11
Arc	25	43	18.79	18.79	18.79
Arc	25	87	40.11	40.11	40.11
Arc	26	44	25.96	25.96	25.96
Arc	26	88	40.31	40.31	40.31
Arc	26	45	25.5	25.5	25.5
Arc	26	89	38.12	38.12	38.12
Arc	26	46	23.54	23.54	23.54
Arc	26	47	20.62	20.62	20.62
Arc	26	48	25.18	25.18	25.18
Arc	26	49	20.22	20.22	20.22
Arc	26	90	35.0	35.0	35.0
Arc	26	91	35.36	35.36	35.36
Arc	26	92	51.61	51.61	51.61
Arc	26	93	50.0	50.0	50.0
Arc	26	50	23.02	23.02	23.02
Arc	26	94	48.26	48.26	48.26
Arc	26	51	25.0	25.0	25.0
Arc	26	95	44.65	44.65	44.65
Arc	26	52	20.0	20.0	20.0
Arc	26	96	43.01	43.01	43.01
Arc	26	53	53.49	53.49	53.49
Arc	26	97	46.1	46.1	46.1
Arc	26	54	48.1	48.1	48.1
Arc	26	98	38.59	38.59	38.59
Arc	26	55	43.46	43.46	43.46
Arc	26	99	39.05	39.05	39.05
Arc	26	56	52.2	52.2	52.2
Arc	26	57	42.72	42.72	42.72
Arc	26	58	51.66	51.66	51.66
Arc	26	59	42.06	42.06	42.06
Arc	26	60	50.99	50.99	50.99
Arc	26	61	35.36	35.36	35.36
Arc	26	62	32.02	32.02	32.02
Arc	26	63	29.15	29.15	29.15
Arc	26	64	33.97	33.97	33.97
Arc	26	65	27.46	27.46	27.46
Arc	26	66	29.73	29.73	29.73
Arc	26	67	26.63	26.63	26.63
Arc	26	68	32.02	32.02	32.02
Arc	26	69	28.28	28.28	28.28
Arc	26	27	3.61	3.61	3.61
Arc	26	28	2.0	2.0	2.0
Arc	26	29	7.07	7.07	7.07
Arc	26	70	74.33	74.33	74.33
Arc	26	71	72.8	72.8	72.8
Arc	26	72	37.54	37.54	37.54
Arc	26	73	71.51	71.51	71.51
Arc	26	30	5.0	5.0	5.0
Arc	26	74	34.41	34.41	34.41
Arc	26	31	25.0	25.0	25.0
Arc	26	75	22.36	22.36	22.36
Arc	26	32	21.21	21.21	21.21
Arc	26	76	68.01	68.01	68.01
Arc	26	33	22.67	22.67	22.67
Arc	26	77	67.78	67.78	67.78
Arc	26	34	19.72	19.72	19.72
Arc	26	78	66.1	66.1	66.1
Arc	26	35	28.28	28.28	28.28
Arc	26	79	66.85	66.85	66.85
Arc	26	36	22.36	22.36	22.36
Arc	26	37	27.46	27.46	27.46
Arc	26	38	29.15	29.15	29.15
Arc	26	39	26.93	26.93	26.93
Arc	26	100	42.43	42.43	42.43
Arc	26	80	67.08	67.08	67.08
Arc	26	81	63.25	63.25	63.25
Arc	26	82	50.0	50.0	50.0
Arc	26	83	47.0	47.0	47.0
Arc	26	40	26.93	26.93	26.93
Arc	26	84	45.1	45.1	45.1
Arc	26	41	25.08	25.08	25.08
Arc	26	85	43.29	43.29	43.29
Arc	26	42	24.35	24.35	24.35
Arc	26	86	41.0	41.0	41.0
Arc	26	43	21.54	21.54	21.54
Arc	26	87	40.0	40.0	40.0
Arc	27	44	23.77	23.77	23.77
Arc	27	88	42.76	42.76	42.76
Arc	27	45	23.09	23.09	23.09
Arc	27	89	40.45	40.45	40.45
Arc	27	46	21.19	21.19	21.19
Arc	27	47	18.38	18.38	18.38
Arc	27	48	22.56	22.56	22.56
Arc	27	49	17.72	17.72	17.72
Arc	27	90	37.12	37.12	37.12
Arc	27	91	37.85	37.85	37.85
Arc	27	92	55.0	55.0	55.0
Arc	27	93	53.41	53.41	53.41
Arc	27	50	20.22	20.22	20.22
Arc	27	94	51.61	51.61	51.61
Arc	27	51	22.09	22.09	22.09
Arc	27	95	48.01	48.01	48.01
Arc	27	52	17.12	17.12	17.12
Arc	27	96	46.4	46.4	46.4
Arc	27	53	51.48	51.48	51.48
Arc	27	97	49.58	49.58	49.58
Arc	27	54	46.1	46.1	46.1
Arc	27	98	41.88	41.88	41.88
Arc	27	55	41.59	41.59	41.59
Arc	27	99	42.52	42.52	42.52
Arc	27	56	49.98	49.98	49.98
Arc	27	57	40.72	40.72	40.72
Arc	27	58	49.34	49.34	49.34
Arc	27	59	39.92	39.92	39.92
Arc	27	60	48.51	48.51	48.51
Arc	27	61	34.83	34.83	34.83
Arc	27	62	31.91	31.91	31.91
Arc	27	63	29.55	29.55	29.55
Arc	27	64	33.3	33.3	33.3
Arc	27	65	27.73	27.73	27.73
Arc	27	66	29.41	29.41	29.41
Arc	27	67	26.83	26.83	26.83
Arc	27	68	31.11	31.11	31.11
Arc	27	69	27.8	27.8	27.8
Arc	27	28	3.0	3.0	3.0
Arc	27	29	3.61	3.61	3.61
Arc	27	70	75.29	75.29	75.29
Arc	27	71	73.98	73.98	73.98
Arc	27	72	37.2	37.2	37.2
Arc	27	73	72.42	72.42	72.42
Arc	27	30	4.24	4.24	4.24
Arc	27	74	34.48	34.48	34.48
Arc	27	31	21.4	21.4	21.4
Arc	27	75	25.55	25.55	25.55
Arc	27	32	17.69	17.69	17.69
Arc	27	76	69.12	69.12	69.12
Arc	27	33	19.21	19.21	19.21
Arc	27	77	68.62	68.62	68.62
Arc	27	34	16.55	16.55	16.55
Arc	27	78	67.19	67.19	67.19
Arc	27	35	24.76	24.76	24.76
Arc	27	79	67.68	67.68	67.68
Arc	27	36	19.31	19.31	19.31
Arc	27	37	24.19	24.19	24.19
Arc	27	38	25.94	25.94	25.94
Arc	27	39	24.04	24.04	24.04
Arc	27	100	45.97	45.97	45.97
Arc	27	80	67.62	67.62	67.62
Arc	27	81	64.29	64.29	64.29
Arc	27	82	52.09	52.09	52.09
Arc	27	83	49.09	49.09	49.09
Arc	27	40	25.06	25.06	25.06
Arc	27	84	47.38	47.38	47.38
Arc	27	41	23.32	23.32	23.32
Arc	27	85	45.71	45.71	45.71
Arc	27	42	22.36	22.36	22.36
Arc	27	86	43.1	43.1	43.1
Arc	27	43	19.72	19.72	19.72
Arc	27	87	42.11	42.11	42.11
Arc	28	44	26.57	26.57	26.57
Arc	28	88	42.3	42.3	42.3
Arc	28	45	25.96	25.96	25.96
Arc	28	89	40.11	40.11	40.11
Arc	28	46	24.04	24.04	24.04
Arc	28	47	21.19	21.19	21.19
Arc	28	48	25.5	25.5	25.5
Arc	28	49	20.62	20.62	20.62
Arc	28	90	37.0	37.0	37.0
Arc	28	91	37.34	37.34	37.34
Arc	28	92	53.25	53.25	53.25
Arc	28	93	51.61	51.61	51.61
Arc	28	50	23.19	23.19	23.19
Arc	28	94	49.93	49.93	49.93
Arc	28	51	25.08	25.08	25.08
Arc	28	95	46.32	46.32	46.32
Arc	28	52	20.1	20.1	20.1
Arc	28	96	44.65	44.65	44.65
Arc	28	53	54.23	54.23	54.23
Arc	28	97	47.63	47.63	47.63
Arc	28	54	48.85	48.85	48.85
Arc	28	98	40.31	40.31	40.31
Arc	28	55	44.28	44.28	44.28
Arc	28	99	40.61	40.61	40.61
Arc	28	56	52.81	52.81	52.81
Arc	28	57	43.46	43.46	43.46
Arc	28	58	52.2	52.2	52.2
Arc	28	59	42.72	42.72	42.72
Arc	28	60	51.42	51.42	51.42
Arc	28	61	36.8	36.8	36.8
Arc	28	62	33.6	33.6	33.6
Arc	28	63	30.89	30.89	30.89
Arc	28	64	35.36	35.36	35.36
Arc	28	65	29.15	29.15	29.15
Arc	28	66	31.24	31.24	31.24
Arc	28	67	28.3	28.3	28.3
Arc	28	68	33.3	33.3	33.3
Arc	28	69	29.73	29.73	29.73
Arc	28	29	5.83	5.83	5.83
Arc	28	70	76.22	76.22	76.22
Arc	28	71	74.73	74.73	74.73
Arc	28	72	39.05	39.05	39.05
Arc	28	73	73.39	73.39	73.39
Arc	28	30	3.0	3.0	3.0
Arc	28	74	36.06	36.06	36.06
Arc	28	31	23.85	23.85	23.85
Arc	28	75	24.17	24.17	24.17
Arc	28	32	19.85	19.85	19.85
Arc	28	76	69.92	69.92	69.92
Arc	28	33	21.21	21.21	21.21
Arc	28	77	69.64	69.64	69.64
Arc	28	34	18.03	18.03	18.03
Arc	28	78	68.01	68.01	68.01
Arc	28	35	26.91	26.91	26.91
Arc	28	79	68.71	68.71	68.71
Arc	28	36	20.59	20.59	20.59
Arc	28	37	25.81	25.81	25.81
Arc	28	38	27.46	27.46	27.46
Arc	28	39	25.08	25.08	25.08
Arc	28	100	43.86	43.86	43.86
Arc	28	80	68.88	68.88	68.88
Arc	28	81	65.15	65.15	65.15
Arc	28	82	52.0	52.0	52.0
Arc	28	83	49.0	49.0	49.0
Arc	28	40	27.73	27.73	27.73
Arc	28	84	47.1	47.1	47.1
Arc	28	41	25.94	25.94	25.94
Arc	28	85	45.28	45.28	45.28
Arc	28	42	25.08	25.08	25.08
Arc	28	86	43.0	43.0	43.0
Arc	28	43	22.36	22.36	22.36
Arc	28	87	42.0	42.0	42.0
Arc	29	44	23.32	23.32	23.32
Arc	29	88	46.1	46.1	46.1
Arc	29	45	22.36	22.36	22.36
Arc	29	89	43.74	43.74	43.74
Arc	29	46	20.59	20.59	20.59
Arc	29	47	18.03	18.03	18.03
Arc	29	48	21.54	21.54	21.54
Arc	29	49	17.0	17.0	17.0
Arc	29	90	40.31	40.31	40.31
Arc	29	91	41.23	41.23	41.23
Arc	29	92	58.6	58.6	58.6
Arc	29	93	57.01	57.01	57.01
Arc	29	50	18.97	18.97	18.97
Arc	29	94	55.22	55.22	55.22
Arc	29	51	20.62	20.62	20.62
Arc	29	95	51.61	51.61	51.61
Arc	29	52	15.81	15.81	15.81
Arc	29	96	50.0	50.0	50.0
Arc	29	53	51.0	51.0	51.0
Arc	29	97	53.15	53.15	53.15
Arc	29	54	45.65	45.65	45.65
Arc	29	98	45.49	45.49	45.49
Arc	29	55	41.34	41.34	41.34
Arc	29	99	46.1	46.1	46.1
Arc	29	56	49.24	49.24	49.24
Arc	29	57	40.31	40.31	40.31
Arc	29	58	48.47	48.47	48.47
Arc	29	59	39.36	39.36	39.36
Arc	29	60	47.43	47.43	47.43
Arc	29	61	36.06	36.06	36.06
Arc	29	62	33.54	33.54	33.54
Arc	29	63	31.62	31.62	31.62
Arc	29	64	34.41	34.41	34.41
Arc	29	65	29.73	29.73	29.73
Arc	29	66	30.89	30.89	30.89
Arc	29	67	28.79	28.79	28.79
Arc	29	68	32.02	32.02	32.02
Arc	29	69	29.15	29.15	29.15
Arc	29	70	77.62	77.62	77.62
Arc	29	71	76.49	76.49	76.49
Arc	29	72	38.59	38.59	38.59
Arc	29	73	74.73	74.73	74.73
Arc	29	30	5.0	5.0	5.0
Arc	29	74	36.25	36.25	36.25
Arc	29	31	18.03	18.03	18.03
Arc	29	75	29.15	29.15	29.15
Arc	29	32	14.14	14.14	14.14
Arc	29	76	71.59	71.59	71.59
Arc	29	33	15.62	15.62	15.62
Arc	29	77	70.88	70.88	70.88
Arc	29	34	13.0	13.0	13.0
Arc	29	78	69.63	69.63	69.63
Arc	29	35	21.21	21.21	21.21
Arc	29	79	69.92	69.92	69.92
Arc	29	36	15.81	15.81	15.81
Arc	29	37	20.59	20.59	20.59
Arc	29	38	22.36	22.36	22.36
Arc	29	39	20.62	20.62	20.62
Arc	29	100	49.5	49.5	49.5
Arc	29	80	69.64	69.64	69.64
Arc	29	81	66.71	66.71	66.71
Arc	29	82	55.23	55.23	55.23
Arc	29	83	52.24	52.24	52.24
Arc	29	40	25.0	25.0	25.0
Arc	29	84	50.64	50.64	50.64
Arc	29	41	23.43	23.43	23.43
Arc	29	85	49.03	49.03	49.03
Arc	29	42	22.2	22.2	22.2
